203112,0.089,0.118,0.091,0.09,0.057,0.0,0.031
203500,0.083,0.072,0.083,0.1,0.082,0.056,0.116
201167,0.068,0.083,0.071,0.039,-0.008,0.065,0.092
201582,0.135,0.117,0.145,0.121,0.154,0.115,0.136,0.172
202332,0.133,0.179,0.124,0.132,0.077,0.044,0.217,0.112
200746,0.156,0.153,0.156,0.145,0.208,0.126,0.065,0.169
202730,0.107,0.038,0.132,0.094,0.263,0.104,0.206,0.101
2754,0.087,0.07,0.096,0.07,0.118,0.194,0.109,0.068
202329,0.091,0.089,0.094,0.101,0.01,0.081
2365,0.12,0.132,0.136,0.059,0.099,0.256,0.065,0.096
101187,0.071,0.076,0.062,0.064,0.115,0.103
201583,0.09,0.07,0.087,0.102,0.106,0.174
203507,0.111,0.102,0.115,0.093,0.184,0.126,0.195,0.109
2546,0.14,0.118,0.134,0.161,0.159,0.166,0.231,0.133
201202,0.079,0.112,0.077,0.071,0.08,0.059,0.136,0.004
203544,0.053,-0.014,0.079,0.011,0.088,0.0,0.083
2772,0.095,0.089,0.095,0.105,0.111,0.073
201589,0.067,0.078,0.066,0.102,0.015,0.129,-0.063
201600,0.109,0.108,0.108,0.116,0.092,0.153,0.092,0.114
201571,0.1,0.103,0.093,0.104,0.085,0.194,0.197
201965,0.096,0.056,0.102,0.079,0.139,0.06,0.058,0.185
202337,0.072,0.04,0.11,0.018,-0.033,0.071,-0.195,0.037
2571,0.096,0.119,0.085,0.131,0.075,0.026,0.161,0.063
200826,0.102,0.106,0.106,0.074,0.128,0.121
203084,0.089,0.075,0.094,0.093,0.073,0.107,0.121
2440,0.064,0.065,0.066,0.059,0.033,0.051,0.065
203115,0.103,0.109,0.106,0.067,0.099,0.161,0.615,0.086
101138,0.11,0.113,0.107,0.127,0.098,0.158,0.125
201587,0.098,0.092,0.087,0.137,0.132,0.103,0.131
201573,0.09,0.083,0.091,0.109,0.053,0.041,0.135
203382,0.106,0.117,0.118,0.059,0.095,0.104,0.032,0.066
203145,0.068,0.063,0.076,0.054,0.06,-0.054,0.104
203078,0.092,0.067,0.1,0.084,0.169,0.111
201158,0.082,0.088,0.079,0.071,0.069,-0.222,0.12
203461,0.079,0.084,0.077,0.067,0.087,0.171,0.063
201976,0.071,0.075,0.06,0.08,0.085,0.082,0.129
202687,0.095,0.097,0.091,0.079,0.153,0.189,-0.158
2581,0.07,0.068,0.066,0.11,0.052,0.004
202339,0.13,0.111,0.14,0.118,0.129,0.141
202711,0.073,0.069,0.084,0.018,0.061,-0.047,0.048
101106,0.113,0.141,0.11,0.083,0.11,0.113,0.117
2588,0.063,0.078,0.055,0.074,-0.009,0.0,0.156,0.012
202344,0.106,0.13,0.105,0.065,0.167,-0.078,0.159
2430,0.115,0.084,0.126,0.129,0.071,0.075,0.093
2547,0.143,0.149,0.138,0.148,0.093,0.212,0.184
202340,0.071,0.08,0.067,0.049,0.082,0.071,0.119
201147,0.088,0.093,0.091,0.036,0.086,0.173,0.02
201166,0.092,0.091,0.089,0.097,0.104,0.0,0.189
201978,0.086,0.07,0.104,0.046,0.098,0.161,0.088,0.0
203504,0.085,0.11,0.09,0.041,0.112,0.054,0.033
2406,0.065,0.073,0.063,0.052,0.009,0.046,0.131,0.144
202710,0.138,0.119,0.134,0.156,0.176,0.194,0.094
2446,0.084,0.05,0.106,0.048,0.11,0.011
201979,0.094,0.12,0.09,0.112,0.064,0.024
101181,0.082,0.075,0.08,0.089,0.055,0.15,0.105
203484,0.065,0.063,0.064,0.084,0.027,0.087,0.038
201960,0.099,0.098,0.096,0.106,0.124,0.052,0.063
1713,0.058,0.071,0.046,0.1,0.044,-0.07
203487,0.115,0.128,0.105,0.117,0.149,0.046,0.1
201956,0.101,0.093,0.105,0.099,0.114,0.089
201596,0.076,0.066,0.075,0.097,0.074,-0.103,0.121
2199,0.141,0.178,0.133,0.132,0.188,0.099
201163,0.087,0.083,0.087,0.102,0.035,0.041,0.095
202708,0.078,0.076,0.073,0.103,0.079,0.022,0.041,0.144
201954,0.12,0.139,0.114,0.122,0.113,0.09,0.04,0.271
2555,0.07,0.073,0.076,0.068,-0.006,0.098,2.0,0.049
201144,0.124,0.135,0.127,0.132,0.069,0.079,0.106
202326,0.18,0.163,0.183,0.173,0.195,0.185,0.229,0.191
203496,0.1,0.108,0.111,0.085,0.061,-0.162,0.031
203459,0.051,0.083,0.037,0.03,0.052,0.162,0.031,0.074
2037,0.103,0.098,0.101,0.121,0.045,0.06,0.113
203109,0.092,0.095,0.101,-0.019,0.115,-0.008
201939,0.178,0.206,0.153,0.214,0.2,0.209,0.331
203584,0.052,0.122,0.043,0.114,-0.15,0.108,0.059
203076,0.192,0.212,0.177,0.177,0.222,0.214,0.236
202334,0.121,0.113,0.112,0.148,0.181,0.125,0.184
201175,0.066,0.057,0.081,0.053,0.0,0.067,0.027
201942,0.115,0.075,0.119,0.138,0.153,0.168
203473,0.08,0.09,0.072,0.077,0.134,0.123,0.047,0.071
203521,0.052,0.041,0.057,0.035,0.191,0.056
2736,0.103,0.099,0.109,0.105,0.077,0.092,0.086
2564,0.095,0.1,0.087,0.136,0.075,0.097,0.046
203476,0.112,0.117,0.111,0.099,0.119,0.145
201595,0.058,0.044,0.053,0.033,0.109,0.06,-0.375,0.193
201609,0.111,0.087,0.112,0.136,0.115,0.093
